LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
AUS,EDUADULT,UPPSRY,PC_25_64,A,2000,31.311945,
AUS,EDUADULT,UPPSRY,PC_25_64,A,2001,29.946537,
AUS,EDUADULT,UPPSRY,PC_25_64,A,2002,30.189898,
AUS,EDUADULT,UPPSRY,PC_25_64,A,2003,31.166031,
AUS,EDUADULT,UPPSRY,PC_25_64,A,2004,33.297886,
AUS,EDUADULT,UPPSRY,PC_25_64,A,2005,33.340881,
AUS,EDUADULT,UPPSRY,PC_25_64,A,2006,33.687943,
AUS,EDUADULT,UPPSRY,PC_25_64,A,2007,34.44656,
AUS,EDUADULT,UPPSRY,PC_25_64,A,2008,33.785992,
AUS,EDUADULT,UPPSRY,PC_25_64,A,2009,34.146122,
AUS,EDUADULT,UPPSRY,PC_25_64,A,2010,35.602947,
AUS,EDUADULT,UPPSRY,PC_25_64,A,2011,35.735386,
AUS,EDUADULT,UPPSRY,PC_25_64,A,2012,35.154247,
AUS,EDUADULT,UPPSRY,PC_25_64,A,2013,36.17564,
AUS,EDUADULT,UPPSRY,PC_25_64,A,2014,35.202309,
AUS,EDUADULT,UPPSRY,PC_25_64,A,2015,36.130348,
AUS,EDUADULT,UPPSRY,PC_25_64,A,2016,36.188747,
AUS,EDUADULT,UPPSRY,PC_25_64,A,2017,35.631668,
AUS,EDUADULT,UPPSRY,PC_25_64,A,2018,36.163879,
AUT,EDUADULT,UPPSRY,PC_25_64,A,2004,51.550304,
AUT,EDUADULT,UPPSRY,PC_25_64,A,2005,52.305584,
AUT,EDUADULT,UPPSRY,PC_25_64,A,2006,54.771961,
AUT,EDUADULT,UPPSRY,PC_25_64,A,2007,54.844437,
AUT,EDUADULT,UPPSRY,PC_25_64,A,2008,54.688057,
AUT,EDUADULT,UPPSRY,PC_25_64,A,2009,54.749195,
AUT,EDUADULT,UPPSRY,PC_25_64,A,2010,54.608784,
AUT,EDUADULT,UPPSRY,PC_25_64,A,2011,54.407017,
AUT,EDUADULT,UPPSRY,PC_25_64,A,2012,54.176529,
AUT,EDUADULT,UPPSRY,PC_25_64,A,2013,53.233154,
AUT,EDUADULT,UPPSRY,PC_25_64,A,2014,53.951103,
AUT,EDUADULT,UPPSRY,PC_25_64,A,2015,54.097969,
AUT,EDUADULT,UPPSRY,PC_25_64,A,2016,53.144444,
AUT,EDUADULT,UPPSRY,PC_25_64,A,2017,52.568035,
AUT,EDUADULT,UPPSRY,PC_25_64,A,2018,52.586048,
BEL,EDUADULT,UPPSRY,PC_25_64,A,2000,31.438227,
BEL,EDUADULT,UPPSRY,PC_25_64,A,2001,31.836805,
BEL,EDUADULT,UPPSRY,PC_25_64,A,2002,32.668564,
BEL,EDUADULT,UPPSRY,PC_25_64,A,2003,33.016048,
BEL,EDUADULT,UPPSRY,PC_25_64,A,2004,33.8909,
BEL,EDUADULT,UPPSRY,PC_25_64,A,2005,35.051159,
BEL,EDUADULT,UPPSRY,PC_25_64,A,2006,35.187229,
BEL,EDUADULT,UPPSRY,PC_25_64,A,2007,35.858559,
BEL,EDUADULT,UPPSRY,PC_25_64,A,2008,37.26614,
BEL,EDUADULT,UPPSRY,PC_25_64,A,2009,37.175842,
BEL,EDUADULT,UPPSRY,PC_25_64,A,2010,35.51001,
BEL,EDUADULT,UPPSRY,PC_25_64,A,2011,36.653725,
BEL,EDUADULT,UPPSRY,PC_25_64,A,2012,36.32708,
BEL,EDUADULT,UPPSRY,PC_25_64,A,2013,37.223022,
BEL,EDUADULT,UPPSRY,PC_25_64,A,2014,36.695625,
BEL,EDUADULT,UPPSRY,PC_25_64,A,2015,37.819675,
BEL,EDUADULT,UPPSRY,PC_25_64,A,2016,37.59021,
BEL,EDUADULT,UPPSRY,PC_25_64,A,2017,36.540157,
BEL,EDUADULT,UPPSRY,PC_25_64,A,2018,37.588238,
CAN,EDUADULT,UPPSRY,PC_25_64,A,2000,40.561737,
CAN,EDUADULT,UPPSRY,PC_25_64,A,2001,40.106728,
CAN,EDUADULT,UPPSRY,PC_25_64,A,2002,39.804909,
CAN,EDUADULT,UPPSRY,PC_25_64,A,2003,39.608646,
CAN,EDUADULT,UPPSRY,PC_25_64,A,2004,39.76453,
CAN,EDUADULT,UPPSRY,PC_25_64,A,2005,39.206749,
CAN,EDUADULT,UPPSRY,PC_25_64,A,2006,38.661331,
CAN,EDUADULT,UPPSRY,PC_25_64,A,2007,38.323586,
CAN,EDUADULT,UPPSRY,PC_25_64,A,2008,38.289677,
CAN,EDUADULT,UPPSRY,PC_25_64,A,2009,38.241207,
CAN,EDUADULT,UPPSRY,PC_25_64,A,2010,37.95142,
CAN,EDUADULT,UPPSRY,PC_25_64,A,2011,37.598511,
CAN,EDUADULT,UPPSRY,PC_25_64,A,2012,36.659264,
CAN,EDUADULT,UPPSRY,PC_25_64,A,2013,36.57077,
CAN,EDUADULT,UPPSRY,PC_25_64,A,2014,36.373581,
CAN,EDUADULT,UPPSRY,PC_25_64,A,2015,35.228447,
CAN,EDUADULT,UPPSRY,PC_25_64,A,2016,34.343746,
CAN,EDUADULT,UPPSRY,PC_25_64,A,2017,34.412544,
CAN,EDUADULT,UPPSRY,PC_25_64,A,2018,33.733723,
CZE,EDUADULT,UPPSRY,PC_25_64,A,2000,74.978859,
CZE,EDUADULT,UPPSRY,PC_25_64,A,2001,75.076736,
CZE,EDUADULT,UPPSRY,PC_25_64,A,2002,75.985672,
CZE,EDUADULT,UPPSRY,PC_25_64,A,2003,74.413628,
CZE,EDUADULT,UPPSRY,PC_25_64,A,2004,76.730721,
CZE,EDUADULT,UPPSRY,PC_25_64,A,2005,76.867134,
CZE,EDUADULT,UPPSRY,PC_25_64,A,2006,76.757668,
CZE,EDUADULT,UPPSRY,PC_25_64,A,2007,76.802109,
CZE,EDUADULT,UPPSRY,PC_25_64,A,2008,76.404411,
CZE,EDUADULT,UPPSRY,PC_25_64,A,2009,75.858459,
CZE,EDUADULT,UPPSRY,PC_25_64,A,2010,75.17765,
CZE,EDUADULT,UPPSRY,PC_25_64,A,2011,74.089088,
CZE,EDUADULT,UPPSRY,PC_25_64,A,2012,73.172829,
CZE,EDUADULT,UPPSRY,PC_25_64,A,2013,72.360344,
CZE,EDUADULT,UPPSRY,PC_25_64,A,2014,71.679962,
CZE,EDUADULT,UPPSRY,PC_25_64,A,2015,70.972054,
CZE,EDUADULT,UPPSRY,PC_25_64,A,2016,70.455254,
CZE,EDUADULT,UPPSRY,PC_25_64,A,2017,69.86615,
CZE,EDUADULT,UPPSRY,PC_25_64,A,2018,69.598511,
DNK,EDUADULT,UPPSRY,PC_25_64,A,2000,54.003513,
DNK,EDUADULT,UPPSRY,PC_25_64,A,2001,52.25436,
DNK,EDUADULT,UPPSRY,PC_25_64,A,2002,51.480877,
DNK,EDUADULT,UPPSRY,PC_25_64,A,2003,48.705925,
DNK,EDUADULT,UPPSRY,PC_25_64,A,2004,48.373722,
DNK,EDUADULT,UPPSRY,PC_25_64,A,2005,47.472664,
DNK,EDUADULT,UPPSRY,PC_25_64,A,2006,46.920448,
DNK,EDUADULT,UPPSRY,PC_25_64,A,2007,43.37455,
DNK,EDUADULT,UPPSRY,PC_25_64,A,2008,42.382504,
DNK,EDUADULT,UPPSRY,PC_25_64,A,2009,42.305748,
DNK,EDUADULT,UPPSRY,PC_25_64,A,2010,42.362736,
DNK,EDUADULT,UPPSRY,PC_25_64,A,2011,43.194832,
DNK,EDUADULT,UPPSRY,PC_25_64,A,2012,43.113571,
DNK,EDUADULT,UPPSRY,PC_25_64,A,2013,42.83757,
DNK,EDUADULT,UPPSRY,PC_25_64,A,2014,43.752758,
DNK,EDUADULT,UPPSRY,PC_25_64,A,2015,43.275791,
DNK,EDUADULT,UPPSRY,PC_25_64,A,2016,42.576591,
DNK,EDUADULT,UPPSRY,PC_25_64,A,2017,42.097141,
DNK,EDUADULT,UPPSRY,PC_25_64,A,2018,42.873901,
FIN,EDUADULT,UPPSRY,PC_25_64,A,2000,40.54805,
FIN,EDUADULT,UPPSRY,PC_25_64,A,2003,42.862675,
FIN,EDUADULT,UPPSRY,PC_25_64,A,2004,43.440392,
FIN,EDUADULT,UPPSRY,PC_25_64,A,2005,44.158085,
FIN,EDUADULT,UPPSRY,PC_25_64,A,2006,44.494862,
FIN,EDUADULT,UPPSRY,PC_25_64,A,2007,44.152626,
FIN,EDUADULT,UPPSRY,PC_25_64,A,2008,44.489677,
FIN,EDUADULT,UPPSRY,PC_25_64,A,2009,44.704552,
FIN,EDUADULT,UPPSRY,PC_25_64,A,2010,44.836487,
FIN,EDUADULT,UPPSRY,PC_25_64,A,2011,44.406101,
FIN,EDUADULT,UPPSRY,PC_25_64,A,2012,45.135994,
FIN,EDUADULT,UPPSRY,PC_25_64,A,2013,45.345337,
FIN,EDUADULT,UPPSRY,PC_25_64,A,2014,44.730209,
FIN,EDUADULT,UPPSRY,PC_25_64,A,2015,44.410244,
FIN,EDUADULT,UPPSRY,PC_25_64,A,2016,44.312881,
FIN,EDUADULT,UPPSRY,PC_25_64,A,2017,43.799568,
FIN,EDUADULT,UPPSRY,PC_25_64,A,2018,43.885674,
FRA,EDUADULT,UPPSRY,PC_25_64,A,2000,40.656166,
FRA,EDUADULT,UPPSRY,PC_25_64,A,2001,40.846359,
FRA,EDUADULT,UPPSRY,PC_25_64,A,2002,40.792923,
FRA,EDUADULT,UPPSRY,PC_25_64,A,2003,41.304752,
FRA,EDUADULT,UPPSRY,PC_25_64,A,2004,41.428524,
FRA,EDUADULT,UPPSRY,PC_25_64,A,2005,41.384293,
FRA,EDUADULT,UPPSRY,PC_25_64,A,2006,41.245548,
FRA,EDUADULT,UPPSRY,PC_25_64,A,2007,41.821098,
FRA,EDUADULT,UPPSRY,PC_25_64,A,2008,42.364265,
FRA,EDUADULT,UPPSRY,PC_25_64,A,2009,41.666153,
FRA,EDUADULT,UPPSRY,PC_25_64,A,2010,41.759781,
FRA,EDUADULT,UPPSRY,PC_25_64,A,2011,41.847446,
FRA,EDUADULT,UPPSRY,PC_25_64,A,2012,41.67841,
FRA,EDUADULT,UPPSRY,PC_25_64,A,2013,42.740952,
FRA,EDUADULT,UPPSRY,PC_25_64,A,2014,43.779457,
FRA,EDUADULT,UPPSRY,PC_25_64,A,2015,43.447037,
FRA,EDUADULT,UPPSRY,PC_25_64,A,2016,43.525806,
FRA,EDUADULT,UPPSRY,PC_25_64,A,2017,43.171093,
FRA,EDUADULT,UPPSRY,PC_25_64,A,2018,42.462482,
DEU,EDUADULT,UPPSRY,PC_25_64,A,2000,58.227329,
DEU,EDUADULT,UPPSRY,PC_25_64,A,2001,59.386391,
DEU,EDUADULT,UPPSRY,PC_25_64,A,2002,59.560257,
DEU,EDUADULT,UPPSRY,PC_25_64,A,2003,59.395287,
DEU,EDUADULT,UPPSRY,PC_25_64,A,2004,58.968838,
DEU,EDUADULT,UPPSRY,PC_25_64,A,2005,58.554329,
DEU,EDUADULT,UPPSRY,PC_25_64,A,2006,59.289337,
DEU,EDUADULT,UPPSRY,PC_25_64,A,2007,60.115101,
DEU,EDUADULT,UPPSRY,PC_25_64,A,2008,59.931107,
DEU,EDUADULT,UPPSRY,PC_25_64,A,2009,59.094433,
DEU,EDUADULT,UPPSRY,PC_25_64,A,2010,59.201168,
DEU,EDUADULT,UPPSRY,PC_25_64,A,2011,58.688049,
DEU,EDUADULT,UPPSRY,PC_25_64,A,2012,58.179337,
DEU,EDUADULT,UPPSRY,PC_25_64,A,2013,57.84753,
DEU,EDUADULT,UPPSRY,PC_25_64,A,2014,59.845531,
DEU,EDUADULT,UPPSRY,PC_25_64,A,2015,59.153015,
DEU,EDUADULT,UPPSRY,PC_25_64,A,2016,58.184765,
DEU,EDUADULT,UPPSRY,PC_25_64,A,2017,57.93824,
DEU,EDUADULT,UPPSRY,PC_25_64,A,2018,57.610046,
GRC,EDUADULT,UPPSRY,PC_25_64,A,2000,31.615318,
GRC,EDUADULT,UPPSRY,PC_25_64,A,2001,32.161682,
GRC,EDUADULT,UPPSRY,PC_25_64,A,2002,33.047863,
GRC,EDUADULT,UPPSRY,PC_25_64,A,2003,34.24762,
GRC,EDUADULT,UPPSRY,PC_25_64,A,2004,35.362972,
GRC,EDUADULT,UPPSRY,PC_25_64,A,2005,36.241695,
GRC,EDUADULT,UPPSRY,PC_25_64,A,2006,36.81813,
GRC,EDUADULT,UPPSRY,PC_25_64,A,2007,37.184578,
GRC,EDUADULT,UPPSRY,PC_25_64,A,2008,37.771439,
GRC,EDUADULT,UPPSRY,PC_25_64,A,2009,37.838215,
GRC,EDUADULT,UPPSRY,PC_25_64,A,2010,37.991489,
GRC,EDUADULT,UPPSRY,PC_25_64,A,2011,38.442711,
GRC,EDUADULT,UPPSRY,PC_25_64,A,2012,39.063248,
GRC,EDUADULT,UPPSRY,PC_25_64,A,2013,39.771641,
GRC,EDUADULT,UPPSRY,PC_25_64,A,2014,40.160664,
GRC,EDUADULT,UPPSRY,PC_25_64,A,2015,41.162418,
GRC,EDUADULT,UPPSRY,PC_25_64,A,2016,41.418648,
GRC,EDUADULT,UPPSRY,PC_25_64,A,2017,41.681881,
GRC,EDUADULT,UPPSRY,PC_25_64,A,2018,41.629566,
HUN,EDUADULT,UPPSRY,PC_25_64,A,2000,55.17625,
HUN,EDUADULT,UPPSRY,PC_25_64,A,2001,56.029442,
HUN,EDUADULT,UPPSRY,PC_25_64,A,2002,57.210911,
HUN,EDUADULT,UPPSRY,PC_25_64,A,2003,58.6562,
HUN,EDUADULT,UPPSRY,PC_25_64,A,2004,58.601334,
HUN,EDUADULT,UPPSRY,PC_25_64,A,2005,59.306282,
HUN,EDUADULT,UPPSRY,PC_25_64,A,2006,60.374454,
HUN,EDUADULT,UPPSRY,PC_25_64,A,2007,61.157066,
HUN,EDUADULT,UPPSRY,PC_25_64,A,2008,60.505455,
HUN,EDUADULT,UPPSRY,PC_25_64,A,2009,60.712025,
HUN,EDUADULT,UPPSRY,PC_25_64,A,2010,61.170437,
HUN,EDUADULT,UPPSRY,PC_25_64,A,2011,60.643833,
HUN,EDUADULT,UPPSRY,PC_25_64,A,2012,60.073402,
HUN,EDUADULT,UPPSRY,PC_25_64,A,2013,59.988312,
HUN,EDUADULT,UPPSRY,PC_25_64,A,2014,59.738323,
HUN,EDUADULT,UPPSRY,PC_25_64,A,2015,58.9744,
HUN,EDUADULT,UPPSRY,PC_25_64,A,2016,59.648968,
HUN,EDUADULT,UPPSRY,PC_25_64,A,2017,59.972206,
HUN,EDUADULT,UPPSRY,PC_25_64,A,2018,59.760651,
ISL,EDUADULT,UPPSRY,PC_25_64,A,2003,37.875629,
ISL,EDUADULT,UPPSRY,PC_25_64,A,2004,38.412827,
ISL,EDUADULT,UPPSRY,PC_25_64,A,2005,38.702599,
ISL,EDUADULT,UPPSRY,PC_25_64,A,2006,38.268692,
ISL,EDUADULT,UPPSRY,PC_25_64,A,2007,38.3759,
ISL,EDUADULT,UPPSRY,PC_25_64,A,2008,37.467621,
ISL,EDUADULT,UPPSRY,PC_25_64,A,2009,37.08683,
ISL,EDUADULT,UPPSRY,PC_25_64,A,2010,38.085266,
ISL,EDUADULT,UPPSRY,PC_25_64,A,2011,37.030106,
ISL,EDUADULT,UPPSRY,PC_25_64,A,2012,35.774364,
ISL,EDUADULT,UPPSRY,PC_25_64,A,2013,36.087257,
ISL,EDUADULT,UPPSRY,PC_25_64,A,2014,36.168541,
ISL,EDUADULT,UPPSRY,PC_25_64,A,2015,35.854942,
ISL,EDUADULT,UPPSRY,PC_25_64,A,2016,37.523037,
ISL,EDUADULT,UPPSRY,PC_25_64,A,2017,34.753498,
ISL,EDUADULT,UPPSRY,PC_25_64,A,2018,34.123341,
IRL,EDUADULT,UPPSRY,PC_25_64,A,2000,35.680077,
IRL,EDUADULT,UPPSRY,PC_25_64,A,2001,31.687897,
IRL,EDUADULT,UPPSRY,PC_25_64,A,2002,35.181232,
IRL,EDUADULT,UPPSRY,PC_25_64,A,2003,35.393551,
IRL,EDUADULT,UPPSRY,PC_25_64,A,2004,35.018871,
IRL,EDUADULT,UPPSRY,PC_25_64,A,2005,35.459042,
IRL,EDUADULT,UPPSRY,PC_25_64,A,2006,35.248314,
IRL,EDUADULT,UPPSRY,PC_25_64,A,2007,35.336098,
IRL,EDUADULT,UPPSRY,PC_25_64,A,2008,35.550751,
IRL,EDUADULT,UPPSRY,PC_25_64,A,2009,35.3456,
IRL,EDUADULT,UPPSRY,PC_25_64,A,2010,35.190754,
IRL,EDUADULT,UPPSRY,PC_25_64,A,2011,35.472363,
IRL,EDUADULT,UPPSRY,PC_25_64,A,2012,34.935005,
IRL,EDUADULT,UPPSRY,PC_25_64,A,2013,35.255356,
IRL,EDUADULT,UPPSRY,PC_25_64,A,2014,37.845661,
IRL,EDUADULT,UPPSRY,PC_25_64,A,2015,37.011307,
IRL,EDUADULT,UPPSRY,PC_25_64,A,2017,36.346481,
IRL,EDUADULT,UPPSRY,PC_25_64,A,2018,36.239433,
ITA,EDUADULT,UPPSRY,PC_25_64,A,2000,32.736511,
ITA,EDUADULT,UPPSRY,PC_25_64,A,2001,33.225887,
ITA,EDUADULT,UPPSRY,PC_25_64,A,2002,33.994335,
ITA,EDUADULT,UPPSRY,PC_25_64,A,2003,37.953461,
ITA,EDUADULT,UPPSRY,PC_25_64,A,2004,37.006237,
ITA,EDUADULT,UPPSRY,PC_25_64,A,2005,37.861622,
ITA,EDUADULT,UPPSRY,PC_25_64,A,2006,38.416656,
ITA,EDUADULT,UPPSRY,PC_25_64,A,2007,38.721588,
ITA,EDUADULT,UPPSRY,PC_25_64,A,2008,38.955219,
ITA,EDUADULT,UPPSRY,PC_25_64,A,2009,39.790382,
ITA,EDUADULT,UPPSRY,PC_25_64,A,2010,40.37178,
ITA,EDUADULT,UPPSRY,PC_25_64,A,2011,41.093086,
ITA,EDUADULT,UPPSRY,PC_25_64,A,2012,41.528671,
ITA,EDUADULT,UPPSRY,PC_25_64,A,2013,41.866974,
ITA,EDUADULT,UPPSRY,PC_25_64,A,2014,42.396198,
ITA,EDUADULT,UPPSRY,PC_25_64,A,2015,42.344765,
ITA,EDUADULT,UPPSRY,PC_25_64,A,2016,42.419556,
ITA,EDUADULT,UPPSRY,PC_25_64,A,2017,42.245842,
ITA,EDUADULT,UPPSRY,PC_25_64,A,2018,42.423771,
KOR,EDUADULT,UPPSRY,PC_25_64,A,2000,44.395958,
KOR,EDUADULT,UPPSRY,PC_25_64,A,2001,44.692459,
KOR,EDUADULT,UPPSRY,PC_25_64,A,2002,44.844082,
KOR,EDUADULT,UPPSRY,PC_25_64,A,2003,43.795536,
KOR,EDUADULT,UPPSRY,PC_25_64,A,2004,43.979282,
KOR,EDUADULT,UPPSRY,PC_25_64,A,2005,44.020844,
KOR,EDUADULT,UPPSRY,PC_25_64,A,2006,43.83485,
KOR,EDUADULT,UPPSRY,PC_25_64,A,2007,43.387959,
KOR,EDUADULT,UPPSRY,PC_25_64,A,2008,42.698547,
KOR,EDUADULT,UPPSRY,PC_25_64,A,2009,42.158466,
KOR,EDUADULT,UPPSRY,PC_25_64,A,2010,41.896099,
KOR,EDUADULT,UPPSRY,PC_25_64,A,2011,41.082951,
KOR,EDUADULT,UPPSRY,PC_25_64,A,2012,40.765228,
KOR,EDUADULT,UPPSRY,PC_25_64,A,2013,40.647007,
KOR,EDUADULT,UPPSRY,PC_25_64,A,2014,40.498386,
KOR,EDUADULT,UPPSRY,PC_25_64,A,2015,40.413925,
KOR,EDUADULT,UPPSRY,PC_25_64,A,2016,40.12809,
KOR,EDUADULT,UPPSRY,PC_25_64,A,2017,39.867115,
KOR,EDUADULT,UPPSRY,PC_25_64,A,2018,39.179844,
LUX,EDUADULT,UPPSRY,PC_25_64,A,2000,42.635101,
LUX,EDUADULT,UPPSRY,PC_25_64,A,2005,39.304268,
LUX,EDUADULT,UPPSRY,PC_25_64,A,2006,41.527729,
LUX,EDUADULT,UPPSRY,PC_25_64,A,2007,39.222908,
LUX,EDUADULT,UPPSRY,PC_25_64,A,2008,40.287777,
LUX,EDUADULT,UPPSRY,PC_25_64,A,2009,42.548435,
LUX,EDUADULT,UPPSRY,PC_25_64,A,2010,42.20179,
LUX,EDUADULT,UPPSRY,PC_25_64,A,2011,40.22287,
LUX,EDUADULT,UPPSRY,PC_25_64,A,2012,39.192108,
LUX,EDUADULT,UPPSRY,PC_25_64,A,2013,39.813763,
LUX,EDUADULT,UPPSRY,PC_25_64,A,2014,36.041,
LUX,EDUADULT,UPPSRY,PC_25_64,A,2015,34.813503,
LUX,EDUADULT,UPPSRY,PC_25_64,A,2016,35.963139,
LUX,EDUADULT,UPPSRY,PC_25_64,A,2017,36.372005,
LUX,EDUADULT,UPPSRY,PC_25_64,A,2018,33.34832,
MEX,EDUADULT,UPPSRY,PC_25_64,A,2000,14.454871,
MEX,EDUADULT,UPPSRY,PC_25_64,A,2001,14.553352,
MEX,EDUADULT,UPPSRY,PC_25_64,A,2002,14.618934,
MEX,EDUADULT,UPPSRY,PC_25_64,A,2003,14.321067,
MEX,EDUADULT,UPPSRY,PC_25_64,A,2004,14.865237,
MEX,EDUADULT,UPPSRY,PC_25_64,A,2005,15.431935,
MEX,EDUADULT,UPPSRY,PC_25_64,A,2006,15.764752,
MEX,EDUADULT,UPPSRY,PC_25_64,A,2007,16.026201,
MEX,EDUADULT,UPPSRY,PC_25_64,A,2008,16.235542,
MEX,EDUADULT,UPPSRY,PC_25_64,A,2009,16.982433,
MEX,EDUADULT,UPPSRY,PC_25_64,A,2010,17.431528,
MEX,EDUADULT,UPPSRY,PC_25_64,A,2011,18.127449,
MEX,EDUADULT,UPPSRY,PC_25_64,A,2012,18.276108,
MEX,EDUADULT,UPPSRY,PC_25_64,A,2013,18.58894,
MEX,EDUADULT,UPPSRY,PC_25_64,A,2014,19.09651,
MEX,EDUADULT,UPPSRY,PC_25_64,A,2015,19.38439,
MEX,EDUADULT,UPPSRY,PC_25_64,A,2016,19.816181,
MEX,EDUADULT,UPPSRY,PC_25_64,A,2017,20.242617,
MEX,EDUADULT,UPPSRY,PC_25_64,A,2018,21.166498,
NLD,EDUADULT,UPPSRY,PC_25_64,A,2000,41.481255,
NLD,EDUADULT,UPPSRY,PC_25_64,A,2001,41.902199,
NLD,EDUADULT,UPPSRY,PC_25_64,A,2002,42.813576,
NLD,EDUADULT,UPPSRY,PC_25_64,A,2003,41.678982,
NLD,EDUADULT,UPPSRY,PC_25_64,A,2004,41.368679,
NLD,EDUADULT,UPPSRY,PC_25_64,A,2005,41.703503,
NLD,EDUADULT,UPPSRY,PC_25_64,A,2006,42.17561,
NLD,EDUADULT,UPPSRY,PC_25_64,A,2007,42.379169,
NLD,EDUADULT,UPPSRY,PC_25_64,A,2008,41.124588,
NLD,EDUADULT,UPPSRY,PC_25_64,A,2009,40.6106,
